state;City;share_white;share_black;share_native_american;share_asian;share_hispanic;Median_Income;percent_completed_hs;poverty_rate
MA;West Springfield;86.3;3.3;0.2;4.4;8.7;54585;88.5;10.9
MN;West St.;78;6;0.9;2.2;19.5;47710;89.7;10.8
NH;West Stewartstown;98.7;0.3;0.3;0;0;32083;77.7;0
MO;West Sullivan;98.3;0;0;0;1.7;23125;76.2;49.2
PA;West Sunbury;96.4;2.1;0;0.5;0.5;51250;95.7;3.4
NH;West Swanzey;93.2;0.8;0.2;4.4;1.2;38856;88.9;40.2
TX;West Tawakoni;92.7;0.8;0.8;1;6.7;33657;79.3;23.2
IN;West Terre;97.3;0.5;0.6;0;1.3;31178;76;26.6
MS;West town;47.6;52.4;0;0;0;36875;65.2;27.1
IL;West Union;99.3;0;0;0;0;46146;92.5;2.3
IA;West Union;96.4;1.1;0.2;0.8;2;40980;94.3;17.2
MN;West Union;99.1;0;0;0;0;63750;95.3;6.3
SC;West Union;85.2;2.4;2.7;0.3;14.8;28750;67.5;21.2
WV;West Union;99.3;0;0.2;0.1;0.1;30583;80.3;22.6
OH;West Union;97.4;0.4;0.2;0.2;0.8;23715;76.9;36.7
OH;West Unity;95.9;0.5;0.2;0.6;3.7;36176;87;14.4
TX;West University;87.5;0.8;0.2;8.4;6.9;200625;99.1;2.2
NY;West Valley;99;0.8;0.2;0;0;43024;96.6;20.9
UT;West Valley;65.4;2;1.3;5;33.1;52534;77.2;18.8
FL;West Vero;96.3;0.8;0.1;0.6;5.2;33960;91.3;8.8
PA;West View;96;1.7;0;0.5;1;57150;93.1;7.6
MA;West Wareham;84;4;0.3;0.8;1.8;63542;87.4;7.8
PA;West Waynesburg;98.2;0.2;0.2;0;0.2;34016;69.1;25
NV;West Wendover;60.3;0.6;1.8;1.3;61.7;43077;58.9;28.5
CA;West Whittier-Los;59.4;1;1.5;1.5;87.6;65363;71.4;8.9
NJ;West Wildwood;95.4;1.5;0;0;2.7;50795;86.1;6
NY;West Winfield;96.7;0;0.7;0.4;2.1;55000;92.2;11.7
UT;West Wood;96.7;0;0.4;0.2;6.3;88438;96.1;0
PA;West Wyoming;98.8;0.3;0;0.1;0.6;55039;95.6;8.8
PA;West Wyomissing;88.5;4;0.1;1.2;8.9;59868;92.3;0.9
MA;West Yarmouth;89.1;2.9;0.3;1.1;3.8;62413;91.9;3.5
MT;West Yellowstone;86.6;0.4;1.1;0.9;17.9;34018;93.5;15.1
PA;West York;82.1;8.5;0.5;0.8;9.1;40350;89.9;18.9
IL;West York;98.4;0;0;0;0;40481;88.2;8.6
WI;Westboro ;99.5;0;0;0;2.1;50000;84.1;17.1
MO;Westboro ;100;0;0;0;2.1;40625;90.2;27.1
MA;Westborough ;86.3;1.3;0.1;6.7;6.2;84349;95;3.4
CT;Westbrook Center;91.6;0.5;0.2;2.3;6.4;43651;86.6;14.2
ME;Westbrook ;92.3;2.3;0.2;1.9;1.9;44588;91.2;17.4
MN;Westbrook ;97.7;0;0.4;0.9;2.2;35729;83.9;15.6
TX;Westbrook ;80.2;3.2;2.4;0.4;31.2;60750;83.1;4.7
NY;Westbury village;55;21.8;0.4;6;27.3;85510;85.3;7.1
WI;Westby ;98;0.2;0.1;0.1;1;45145;90.4;9.5
MT;Westby town;95.8;0;2.4;0;1.8;23750;89.8;17.1
FL;Westchase ;82.5;5.3;0.2;6.6;15.5;89495;97.4;6.9
FL;Westchester ;95.7;1.2;0.1;0.4;91.1;45718;79.6;14
IL;Westchester village;74.4;14.3;0.3;4;14.9;71479;92.5;6.5
CO;Westcliffe town;91.5;4.9;0;0.5;11.4;30833;91.9;20.6
CO;Westcreek ;93.8;0;1.6;2.3;2.3;54286;100;17.1
TX;Westdale ;91.1;0.5;1.3;1.1;52.7;59205;84.1;0
RI;Westerly ;92.2;1;0.5;3;3.2;58499;89.3;10.2
AR;Western Grove;95.8;0;1;0;2.6;38750;82.2;10.6
TX;Western Lake;79.4;0.6;1.4;0.6;30.4;63894;73.7;6
IL;Western Springs;96.8;0.4;0.1;1.4;2.8;141607;98.9;1.3
NE;Western village;94.9;0;0;1.3;4.7;43750;91.2;2.3
MD;Westernport town;98.6;0.5;0;0.1;0.4;45320;87.3;13.7
IL;Westervelt ;100;0;0;0;0;31389;100;0
NE;Westerville ;97.4;0;0;0;5.1;NA;100;0
OH;Westerville ;88.6;6.4;0.2;2.3;1.9;82121;96.8;6.7
PA;Westfield borough;97.8;1;0.4;0.1;0.8;29653;78.1;24.4
OH;Westfield Center;97.5;0.1;0;0.9;1.3;74702;97.1;1.4
IA;Westfield ;87.1;0;3.8;0;5.3;40417;80;27.3
MA;Westfield ;92.8;1.6;0.3;1.3;7.5;61053;91.3;9.5
NJ;Westfield town;88.2;3.2;0.1;5.7;4.9;146734;96.8;3.3
IL;Westfield village;97.5;1.3;0.7;0;0.3;43333;89.8;18.5
NY;Westfield village;96.6;0.5;0.1;0.5;3.9;46370;88.5;13.5
WI;Westfield village;96.4;0.3;0.4;0.8;3.7;44821;87.3;15.8
OR;Westfir ;92.1;0.4;1.6;0.4;2;42500;93.2;12.5
FL;Westgate ;41.2;37.1;0.9;1.7;41.6;27304;59.3;38.2
IA;Westgate ;98.6;0.9;0;0;0.5;52361;96.1;2.7
NY;Westhampton Beach;87.2;2.7;1;1;19.8;82321;95.9;11
NY;Westhampton ;86;3.6;0.5;1.2;12.3;94408;95.5;9
CA;Westhaven-Moonstone ;89.9;0.7;3.2;1.5;4.4;50536;95.8;17
ND;Westhope ;95.1;0;1.2;0.2;0.5;53269;88.1;9.8
LA;Westlake ;77.2;19.7;0.5;0.3;3.3;49750;86.6;14.7
OH;Westlake ;91.2;1.6;0.1;4.9;2.5;76449;96;4.6
VA;Westlake Corner;96.9;1;0.3;0.7;1;77167;89.3;3
TX;Westlake town;85.6;2.5;0.5;9.4;4.8;193125;96.8;5.1
CA;Westlake Village;88.6;1.2;0.1;5.9;6.4;113884;98.1;6.1
PA;Westland ;67.1;31.7;0;0.6;0;NA;100;0
MI;Westland ;75.8;17.2;0.5;3;3.8;44641;87.9;15.8
CA;Westley ;35.2;0;0.8;0.2;96;21944;33.7;60.6
NY;Westmere ;82.5;4;0.1;10.8;3.1;71949;96;10.1
LA;Westminster ;84.2;10.2;0.2;3;4.1;85718;99.5;10.3
TX;Westminster ;86.8;0.5;0.6;0;19.4;NA;66.4;17
CA;Westminster ;35.7;0.9;0.4;47.5;23.6;53455;76.4;17.8
CO;Westminster ;82;1.4;0.9;5.4;20.7;67081;91;9
MD;Westminster ;86;7;0.3;2.2;6;55122;88.7;13.4
SC;Westminster ;83.9;10.7;0.1;0.3;6.2;31500;80.6;17.6
VT;Westminster village;99.7;0;0;0.3;1;51607;94.1;2.9
PA;Westmont borough;95.9;1;0.1;1.5;1.4;62500;98.7;9.3
CA;Westmont ;15.8;51.1;0.6;0.4;46.7;26808;69.6;37
IL;Westmont village;72.7;8.7;0.3;12.5;11.2;55767;93.4;9.9
NY;Westmoreland ;94.1;2.6;0.2;1.2;1.2;81797;93.9;0
KS;Westmoreland ;96.5;0.4;0.9;0.1;2.4;43269;92.4;8.8
TN;Westmoreland town;97.4;0.3;0.4;0.2;1.2;37813;80.6;18.3
CA;Westmorland ;46.7;0.9;1.7;0.5;87.1;22452;55.9;42.4
CO;Weston ;67.3;0;16.4;0;72.7;39167;80.4;21.6
IA;Weston ;100;0;0;0;5.4;NA;84.1;11.5
NJ;Weston ;87.9;3.2;0;7.1;2.8;71983;96.3;3.2
PA;Weston ;96.9;0.6;0.3;0;0.3;55917;98.2;11.8
FL;Weston ;85.8;4.4;0.1;4.6;44.9;93814;97.2;7.2
ID;Weston ;98.4;0.5;0;0;0.5;47500;94.9;12.1
MO;Weston ;96.9;0.4;0.1;0.4;2.4;60333;94.4;6.4
OR;Weston ;83.5;0.3;3.4;3.1;8.5;51307;84.5;10.5
TX;Weston ;91.3;0.9;0;0;11.4;69375;94.8;2.8
WV;Weston ;97;0.8;0;0.7;1.3;31776;85.9;24.3
TX;Weston Lakes;88.6;5.7;0.8;3;7.1;148516;98.4;0.8
NY;Weston Mills;96.3;1.6;0.1;0.5;1.7;44208;89.4;8.4
NE;Weston village;96;0;0;0;5.6;45000;93.1;20.9
OH;Weston village;91.6;0.1;1;0.1;11.8;44286;84.8;13.3
WI;Weston village;87.7;0.8;0.4;8.7;2;49276;91.4;15.5
PA;Westover borough;99.7;0;0;0.3;0;42188;83.6;11.7
WV;Westover ;91.2;4.9;0.3;1.1;1.7;35792;91;23.1
TX;Westover Hills;96.8;0.1;0;1.8;1.2;211250;100;7.2
AL;Westover town;93.6;2.5;0.9;0.5;2.3;58906;85.2;13.4
IN;Westphalia ;100;0;0;0;0;34722;88.7;46.8
MD;Westphalia ;11.1;83.2;0.4;1;3.6;95357;93.4;4.9
IA;Westphalia ;100;0;0;0;3.9;41964;89.2;11.9
KS;Westphalia ;90.2;1.8;1.8;0;2.5;34625;86.6;31.8
MO;Westphalia ;97.7;0;0;0.5;0.8;37273;76.9;7.6
MI;Westphalia village;98.2;0.1;0.1;0.1;3;54327;92.1;0.6
CT;Westport ;92.6;1.2;0.1;4;3.5;162907;98.9;4.7
KY;Westport ;95.9;1.1;0;0.4;0.4;52143;72.5;0
NY;Westport ;96.1;0.6;0.2;1;3.9;47639;95.7;7.3
NC;Westport ;95.1;2.7;0.1;0.8;1.7;99444;98;4.3
OR;Westport ;92.8;0;0.6;0;12.8;40865;87.4;1.9
MN;Westport ;80.7;3.5;0;0;15.8;35000;85.2;37.8
WA;Westport ;87;0.9;2.9;1.1;7.3;32917;92.6;22.1
IN;Westport town;98.5;0.1;0.2;0.1;0.9;39875;84.6;11.5
OK;Westport town;93.6;0.7;2.3;0;1;62708;97;1.1
SD;Westport town;92.5;0;4.5;0;3;48125;89;2.5
IA;Westside ;99.3;0;0;0;2.3;52250;92;4.8
NY;Westvale ;97.7;0.4;0.3;0.6;1.7;75609;97;6.8
FL;Westview ;23.7;69.5;0.3;0.2;29.6;33520;78.1;21.8
WY;Westview Circle;100;0;0;0;1.9;NA;100;100
NJ;Westville borough;89.5;4.9;0.2;1.5;6;58824;92;13.2
FL;Westville town;96.5;0.3;0;0;1.7;34375;76.9;36.5
IN;Westville town;72.1;25.1;0.2;0.3;6.3;46806;74;25.7
OK;Westville town;54.5;0.5;31.1;0.6;7.1;25625;70;40.9
IL;Westville village;97.3;0.8;0.2;0.5;0.9;41831;88.3;15.9
TX;Westway ;97.7;0.2;0;0;97.3;25930;42.4;44.9
LA;Westwego ;74;20.2;1.3;0.7;6.2;32694;75.9;23.7
NJ;Westwood borough;83;4.6;0.3;7.4;11.6;85849;94.7;7.3
CA;Westwood ;86.8;0.2;6.3;0.6;10.9;34464;95.1;24.2
KY;Westwood ;97.5;1;0.2;0.1;0.8;35321;87.4;20.6
MI;Westwood ;82.1;11.5;0.3;1.8;2.7;44738;97;16.9
PA;Westwood ;76.6;16.5;0.2;0.6;9.2;48125;90.8;24.9
IA;Westwood ;100;0;0;0;0;82917;97;2.1
KS;Westwood ;94.6;0.9;0.3;1.8;7.7;82143;96.6;4.1
KY;Westwood ;88.8;5.5;0.2;2.2;2.8;81875;98.3;5.9
KS;Westwood Hills;94.4;1.7;0;1.9;3.1;124250;98.5;5.4
FL;Westwood Lakes;94.2;1.3;0;1;86;47623;79.8;12.5
TX;Westwood Shores;97.6;0.4;0.9;0.2;2.8;40156;87.2;16.1
MO;Westwood village;92.1;2.2;0;3.6;2.2;118750;99.5;2
TX;Westworth Village;81.4;5.7;0.6;1.3;26.1;53250;87.2;9.8
AZ;Wet Camp;2.2;0;95.2;0;12.7;32031;37.7;30.4
OH;Wetherington ;90.6;2.8;0.2;5.8;1.8;162132;98.1;1.9
CT;Wethersfield ;89.5;3.1;0.1;2.9;8.2;77195;90.6;4.7
KS;Wetmore ;96.7;0.3;1.9;0;1.9;43500;96.3;12.4
SD;Wetonka town;100;0;0;0;0;NA;100;0
OK;Wetumka ;50.5;4.6;34.9;0.1;3.4;23200;74.4;27
AL;Wetumpka ;67.9;26.1;0.6;1.1;3.8;46190;85;10.7
FL;Wewahitchka ;87.6;8.3;0.6;0.1;2;28018;75.6;27
MA;Weweantic ;87;3.2;0.7;0.4;1.7;50744;93.9;20.8
OK;Wewoka ;52.7;15.9;22.8;0.2;3.4;26605;78.9;36.7
WI;Weyauwega ;96.4;0.3;0.2;0.2;6.1;38409;84.8;17.5
WI;Weyerhaeuser village;97.9;0;0.4;0;1.3;26750;91.1;23.8
VA;Weyers Cave;91.8;1.9;0;0.6;10.5;59540;87.8;9.9
MA;Weymouth Town;89.7;3.1;0.2;3.2;2.6;69123;93.4;6.9
MN;Whalan ;100;0;0;0;0;NA;81.8;4.9
AK;Whale Pass;87.1;0;0;0;3.2;NA;100;0
MD;Whaleyville ;93.3;5.4;0;0;0.7;89018;63.5;0
NJ;Wharton borough;75.9;4.6;0.2;5.7;40.3;66579;82.5;7.8
TX;Wharton ;53.1;27.3;0.6;0.6;39.4;29797;68.5;25.9
OH;Wharton village;99.2;0;0;0;0.8;44375;93;17.4
IA;What Cheer;98.6;0;0.2;0.2;0.2;31518;83.3;30.7
AL;Whatley ;72;26.7;0;0.7;2;NA;NA;NA
CO;Wheat Ridge;85.6;1.2;1.2;1.6;20.9;47841;88.8;13.6
KY;Wheatcroft ;94.4;1.3;0;0;0;25625;73.1;32
IN;Wheatfield town;95.8;0.8;0;0.1;5.9;46250;93.3;12
AZ;Wheatfields ;92.4;0;1.7;0.5;19;40000;79.3;22
PA;Wheatland borough;76.9;17.7;0.2;0.3;2.5;26087;90.7;24.5
MT;Wheatland ;98.2;0;0.2;0;0.5;76000;95;0
ND;Wheatland ;98.5;0;1.5;0;0;52321;100;0
CA;Wheatland ;76.2;1.2;1.7;5.9;17.9;63521;84.3;18.1
IA;Wheatland ;98.7;0.3;0.7;0.1;1.7;48229;89.2;15.6
MO;Wheatland ;94.1;1.6;0.5;0;1.6;15714;67.8;26.3
IN;Wheatland town;97.9;0.2;0.2;0;2.9;42422;88.3;9.3
WY;Wheatland town;95.1;0.1;0.4;0.7;7.4;34984;92.7;12
AR;Wheatley ;73;26.8;0;0;0.6;38636;86.7;22.3
NY;Wheatley Heights;30.3;54.6;0.5;5.6;13.5;97014;92.6;5.9
MD;Wheaton ;42.2;18.6;0.8;12.1;41.7;79767;77.7;11
IL;Wheaton ;87.3;4.5;0.2;5.1;4.9;85705;96.2;6.9
KS;Wheaton ;97.9;0;0;0;8.4;74375;94.9;3.2
MN;Wheaton ;97.4;0.6;0.7;0.1;1.5;45733;89;10.7
MO;Wheaton ;89.8;0.1;0.7;1.4;7.5;29779;86.7;20.5
HI;Wheeler AFB;68.2;9.7;1;3.5;17.2;60608;97.8;13.4
IN;Wheeler ;94.1;0.9;1.8;0.2;4.5;53839;85.9;2.6
OR;Wheeler ;96.6;0;0.2;0.5;3.4;34896;93.6;9
TX;Wheeler ;74.2;0.6;0.4;0.4;41.8;55375;74;14.8
IL;Wheeler village;99.3;0;0;0;0.7;39583;75.9;26.3
WI;Wheeler village;96.3;1.7;0;0;1.4;35625;73.2;30.1
OH;Wheelersburg ;97.3;0.3;0.4;0.5;0.9;53646;88.2;10.7
MO;Wheeling ;98.9;0.4;0.4;0;0.7;32813;87.5;26.9
WV;Wheeling ;91.2;5.1;0.2;0.9;0.9;36989;90.2;18.3
IL;Wheeling village;67;2.4;0.8;12.9;31.2;56110;85.5;13.7
KY;Wheelwright ;87.2;12.7;0;0;0.1;26146;74.9;26.3
AR;Whelen Springs;84.8;13;2.2;0;2.2;35000;42.9;30.2
AZ;Whetstone ;85.4;2.2;1.1;1.7;16.9;55694;88.8;9.5
WA;Whidbey Island;70.9;10.5;1.4;6.9;13.2;27857;98.2;8.3
GA;Whigham ;61.1;35.9;2.1;0;0.8;37708;73.4;30.5
MN;Whipholt ;98;0;2;0;0;64375;94.4;2.1
FL;Whiskey Creek;94.8;1.6;0.3;1.4;5.2;74350;95.9;4.5
AZ;Whispering Pines;95.3;0.7;1.4;1.4;4.7;34286;100;79.3
NC;Whispering Pines;95.5;1.3;0.2;1;2.9;75177;97.9;4.7
PA;Whitaker borough;85.8;12;0;0;1.4;38750;91.5;18.2
NC;Whitakers town;25.5;70.2;0.3;0.5;2;25089;77.6;27.3
MN;White Bear;90.1;2.5;0.4;3.5;3.3;62205;95.7;5.7
ID;White Bird;100;0;0;0;1.1;26458;98.2;17.2
TN;White Bluff;96.7;0.2;0.6;0.4;2.3;44758;83.7;18
LA;White Castle;13.8;85;0.1;0.1;1.3;23261;72.1;42.2
WA;White Center;47;9;1.6;22.9;21.5;43516;78;20
GA;White ;85.5;3.4;0;0;11;35125;78.6;20.2
SD;White ;98.4;0;0;0.8;0.4;46719;92.7;10.4
FL;White ;90.9;3.4;0.3;1.3;10;56563;89.3;18.1
OR;White ;74.7;1.3;1.3;0.8;28.8;48144;77;20.7
UT;White ;89.6;0.5;0.8;1.4;10.2;59495;92.3;7.3
KS;White ;95.3;0.8;1.1;0.3;2.1;46250;90.8;21.8
IL;White ;99.6;0;0;0.4;0.4;39375;90.3;13.2
NE;White Clay;20;0;80;0;0;NA;NA;NA
KS;White Cloud;68.2;3.4;18.8;0;5.1;31528;83.3;30.2
MI;White Cloud;83.7;7;0.6;0.5;6.5;26071;79.9;38.9
TX;White Deer;95.2;0.1;1.6;0.1;6.6;66250;90.2;2.9
MN;White Earth;5;0;89.1;0.2;3.8;17448;75.6;53.5
ND;White Earth;97.5;2.5;0;0;5;41484;100;61.7
AR;White Hall;83.8;10.6;0.3;3.8;1.4;61477;90.6;11
IL;White Hall;98.8;0;0.3;0.1;0.5;35833;83.1;30.6
AL;White Hall;2.4;95.6;0.2;0;0.9;18462;66.6;42.7
WV;White Hall;91.5;2.5;0.2;3.1;1.9;63333;94;10.8
PA;White Haven;97.6;0.5;0.3;0.7;3.2;51776;91.4;14.4
MT;White Haven;95.3;0;0.7;0.2;0.9;17917;87.1;34.2
IL;White Heath;98.3;0.7;0;0.3;1.4;41250;89;4.3
AZ;White Hills;90.1;1.5;1.9;0.3;8.7;48977;76.3;18.5
NJ;White Horse;87.9;5.6;0.1;2.2;8.6;73532;92.6;2.4
SD;White Horse;3.3;0;93.8;0.4;1.8;NA;72.9;61.4
TN;White House;94.9;1.7;0.2;0.8;2.8;67763;93.3;4.3
NJ;White House;91.5;2.8;0;3.1;5.3;66345;87.9;13.2
MA;White Island;89.6;2.6;0.8;1.3;2.9;61146;91;10
SD;White Lake;94.9;1.1;0.3;2.7;1.6;38750;88.4;12.6
NC;White Lake;86.8;5.2;0.5;0.4;8.7;45313;94.8;12.3
WI;White Lake;96.4;0;0;0.3;2.5;36250;83.1;22.2
MD;White Marsh;76.6;10.2;0.2;10.3;2.8;81266;94.8;3.4
NJ;White Meadow;89.1;1.7;0;5.9;9.2;116623;97.7;1.6
UT;White Mesa;3.7;0;91.7;0;4.1;NA;79.8;33
PA;White Mills;96.7;1.1;1.1;0.2;3;56184;91.6;16
AK;White Mountain;12.1;0;81.6;0;1.1;27083;85.4;34.3
AZ;White Mountain;91.5;0.3;1.4;0.5;16.3;24297;78.4;42.3
PA;White Oak;93.7;3.6;0.1;0.9;0.9;53902;93.7;3.4
MD;White Oak;27.7;49.4;0.4;8.9;18.4;64973;88.8;10.8
MS;White Oak;1.4;97.4;0.3;0.1;0.4;31193;54.1;7.4
NC;White Oak;58.3;31.7;0.3;0;10.7;18750;76.1;50.2
OH;White Oak;87.8;8.5;0.2;1.1;1.4;56774;89;14.1
OK;White Oak;49.8;0.4;39.2;0.4;1.9;42917;97.4;7.6
TX;White Oak;92.3;2.3;0.6;0.5;5.3;56237;92.6;19.7
MI;White Pigeon;93.3;0.3;0.9;0.5;5.2;41375;81.2;18
MI;White Pine;94.3;0.2;1.7;0.2;1.3;37188;89.8;12.4
TN;White Pine;91.3;1.2;0.5;0.2;8.7;31285;72.7;20.1
AL;White Plains;96.7;1.7;0.4;0.2;1.4;55781;95.7;5
NC;White Plains;94;1;0.8;0.5;4.2;32561;83.3;19.6
GA;White Plains;59.2;40.5;0;0;0.4;34886;95.9;5.9
KY;White Plains;97.5;0.9;0;0.5;0.5;40000;82.3;14.4
NY;White Plains;63.6;14.2;0.7;6.4;29.6;80442;85.8;12.2
SD;White River;48.9;0.3;40.6;0.3;2.1;33750;85.9;34.9
VT;White River;93.9;0.8;0.7;1.9;1.9;38350;86.6;16.7
NM;White Rock;92.1;0.5;0.6;3.5;13.9;107688;98.2;2.6
SD;White Rock;33.3;0;33.3;0;33.3;NA;50;50
WA;White Salmon;78.8;0.3;1.4;0.9;24.4;47426;84.4;14.4
NM;White Sands;71.2;12.4;1.2;2.7;18.7;45046;99.6;6.8
TX;White Settlement;80.3;4.7;0.9;1.6;25;39333;78.9;20.1
ND;White Shield;2.1;0;96.7;0;5.4;41250;91.8;32.2
NM;White Signal;95;1.1;0.6;0;15.5;63788;98;4.3
FL;White Springs;48.3;48.5;0;0.3;3.3;27708;81.8;32.8
VA;White Stone;85.8;10.2;0.3;2.3;1.4;40833;88;17.5
MT;White Sulphur;97.2;0.1;0.3;0.4;1.4;38636;89.9;11.5
WV;White Sulphur;83.7;13.5;0.2;0.3;1.3;30363;82.8;27.4
WA;White Swan;8.4;0.1;79.2;0.1;12.7;35917;69.3;50.9
OK;White Water;62.5;0;11.3;6.3;1.3;NA;100;34.6
AZ;Whitecone ;0.4;0;96.8;0.4;3.2;20673;63.3;63.2
TX;Whiteface town;70.4;4.5;1.8;0;49.2;42500;82.9;11.1
NH;Whitefield ;94.8;0.2;0.5;0.4;3.6;31743;83;17.3
OK;Whitefield town;78.5;0;10;0.3;3.8;28750;76.6;18.8
WI;Whitefish Bay;91.9;1.9;0.1;3.7;2.8;102933;98.2;4.2
MT;Whitefish ;95.8;0.5;0.8;0.8;2.8;51122;96.7;6.3
PA;Whitehall borough;91.1;3.7;0.1;3.8;0.9;58523;91.9;10.2
MI;Whitehall ;95;1.4;0.6;0.5;2.7;42772;90.7;15.6
OH;Whitehall ;58.8;29.3;0.5;1.5;9.9;35476;79.5;22.8
WI;Whitehall ;96.9;0.4;0.1;0.4;4.2;45417;86.5;10
MT;Whitehall town;94;0.2;1.7;0.5;2;37273;92.9;15.3
NY;Whitehall village;95.8;0.5;0.2;0.3;2.5;37931;85.5;30.1
MD;Whitehaven ;100;0;0;0;0;NA;100;19.6
CA;Whitehawk ;94.7;0;0;0.9;1.8;NA;77.3;0
SD;Whitehorse ;2.8;0;95.7;0;4.3;37188;76.3;52.5
TX;Whitehouse ;88.9;4.3;0.3;1.6;7.1;69957;94.5;10.1
OH;Whitehouse village;96.4;0.9;0.2;0.6;2.3;76023;96.9;7.9
IN;Whiteland town;97;0.4;0.2;0.7;1.8;67679;94.2;4.3
WI;Whitelaw village;95.4;0.4;0.7;0;2.6;60568;92.1;5.2
MO;Whiteman AFB;81.3;9.3;0.4;1.8;9.1;45125;98.2;3.5
GA;Whitemarsh Island;82.6;8.5;0.1;6.1;3;57378;97.2;11
AZ;Whiteriver ;1;0;96.8;0.7;1.8;23571;72.3;50.4
UT;Whiterocks ;3.8;0;94.1;0;2.4;26250;62.3;74.1
NM;Whites ;100;0;0;0;71.4;NA;100;0
OH;Whites Landing;93.9;0.8;2.1;0.3;2.4;67203;94.3;0
AL;Whitesboro ;96.7;0.7;0.7;0.3;1.1;36736;84.4;25.2
NJ;Whitesboro ;53;37.1;0.5;1.1;8.8;39574;75.9;2.4
OK;Whitesboro ;75.2;0;22.4;0;0;31771;92;10
TX;Whitesboro ;93.7;0.3;1;0.7;7.8;37582;83.6;19.7
NY;Whitesboro village;95.7;1.7;0.2;0.6;2.2;46439;95.6;15.3
GA;Whitesburg ;85;12.8;0.2;0;3.6;36000;68.7;18.8
KY;Whitesburg ;97.9;0.6;0.3;0.8;0.5;35060;79.7;28.5
MO;Whiteside village;96;0;0;0;2.7;NA;60;25
AK;Whitestone ;93.8;0;0;2.1;5.2;NA;69.9;6
AK;Whitestone Logging;29.4;0;52.9;0;5.9;NA;NA;NA
IN;Whitestown town;90.9;2.8;0.1;2.9;3.5;73402;95.6;8.8
VA;Whitesville ;26.5;63;0;2.3;9.1;19441;67.8;74.9
KY;Whitesville ;97.1;0.5;0;0;2.7;33333;76.1;17.9
WV;Whitesville town;98.1;0.2;0;0;0;24375;78.7;30.8
NC;Whiteville ;53.2;41;1.3;0.8;3.3;24011;79.9;40
TN;Whiteville town;38.9;60.2;0.2;0.1;1.4;21667;66;45.4
CA;Whitewater ;74;4.3;3.6;2.4;31.1;NA;81.7;47
MT;Whitewater ;75;0;15.6;0;6.3;65625;92.9;0
KS;Whitewater ;93.3;0;1.8;0.1;2.6;50156;90.7;10.1
WI;Whitewater ;88;3.5;0.3;1.9;9.5;30173;90.4;37.9
IN;Whitewater town;100;0;0;0;0;39750;86.5;18.8
MO;Whitewater town;99.2;0;0;0;0;32500;79.2;17.2
SD;Whitewood ;91.9;0.8;3.7;0.1;2.5;41786;92.6;22.4
TX;Whitewright town;85.7;8.3;0.5;0.1;5.7;35938;80.3;18.4
PA;Whitfield ;90;3;0.3;2.9;5.9;72064;96.7;5.4
FL;Whitfield ;91.4;3.4;0.4;1.3;9.3;66795;95.5;4.7
FL;Whitfield ;93.6;0;3.1;0;4.7;32000;79.1;8.2
WY;Whiting ;96.4;0;0;0;6;NA;100;0
IN;Whiting ;76.3;3.5;0.7;0.7;40.7;52586;87.8;16.6
IA;Whiting ;96.7;0.1;1.6;0.1;2;38558;93.5;13.5
KS;Whiting ;91.4;0;1.6;0;0;34500;90.2;23
WI;Whiting village;95.5;0.2;0.1;2;2.6;48333;87.2;8.7
MA;Whitinsville ;95.2;0.8;0.2;1.1;3.8;67141;92.8;9.2
KY;Whitley ;97.4;0.2;0.9;0.2;0.9;14917;57.1;61
CA;Whitley Gardens;91.2;0.4;2.1;0.4;15.1;85500;90.7;0
WV;Whitmer ;100;0;0;0;0;NA;100;83.6
SC;Whitmire town;77.9;19.3;0.7;0.3;1.7;29375;74.6;26.7
MI;Whitmore Lake;95.5;1;0.5;0.6;2.3;50890;94.4;10
HI;Whitmore Village;4.5;0.8;0.1;64.4;8.4;70644;83.9;10.9
NV;Whitney ;54;10.7;0.8;10.9;36.2;46541;81;14.6
NY;Whitney Point;95.7;0.4;0;0.5;3.1;44297;94.3;24.9
TX;Whitney town;83.9;6.8;0.3;0.2;13.5;38625;84.3;24.2
NE;Whitney village;88.3;2.6;0;0;11.7;NA;86.4;38.9
NC;Whitsett town;91;6.8;0;0;2.9;63214;89.2;5.6
IA;Whittemore ;98;0.2;0.2;0;1.6;42500;97.6;11
MI;Whittemore ;94.8;1.3;0.5;0;3.1;27885;81.3;36.6
IA;Whitten ;95.3;1.3;0;0;3.4;39375;85.3;39.2
AK;Whittier ;69.5;0.5;5.5;7.7;5;55893;91.1;11.2
CA;Whittier ;64.6;1.3;1.3;3.8;65.7;66457;83.3;12.5
NJ;Whittingham ;95.5;2.2;0;2;1.6;58125;98.1;2.7
WI;Whittlesey ;100;0;0;0;0;34792;89;12.2
TN;Whitwell ;96.6;0.8;0.4;0.1;2.1;24583;64.9;30.8
AZ;Why ;92.2;0;1.8;0.6;15.6;NA;91.3;13.6
MT;Wibaux town;96.4;0;0.5;0.7;1.7;29750;81.1;22.2
KS;Wichita ;71.9;11.5;1.2;4.8;15.3;45947;87.5;17.3
TX;Wichita Falls;73.2;12.7;1;2.4;18.9;44543;85.3;19.8
AZ;Wickenburg town;90.5;0.2;1.4;0.6;13.4;39148;89.7;16.9
PA;Wickerham Manor-Fisher;97.6;0.8;0;0.4;0.7;62750;93.5;1.7
AR;Wickes town;65.1;0.4;2.1;0;52.1;21845;70.5;37
